Title,url,Abstract
"11. Web Scraping for Migration, Mobility, and Migrant Integration Studies: Introduction, Application, and Potential Use Cases",https://scispace.com/papers/web-scraping-for-migration-mobility-and-migrant-integration-9vl47ot86r,"Abstract: Web scraping, a technique for extracting data from web pages, has been in use for decades, yet its utilization in the field of migration, mobility, and migrant integration studies has been limited. The field faces notorious limitations regarding data access and availability, particularly in low-income settings. Web scraping has the potential to provide new datasets for further qualitative and quantitative analysis. Web scraping requires no financial resources, is agnostic to epistemic divides in the field, reduces researcher bias, and increases transparency and replicability of data collection. As large providers of digital data such as Facebook or Twitter increasingly restrict access to their data for researchers, web scraping will become more important in the future and deserves its place in the toolbox of migration and mobility scholars. This short and nontechnical methods note introduces the fundamental concepts of web scraping, provides guidance on how to learn the technique, showcases practical applications of web scraping in the study of migrant populations, and discusses potential future use cases."
12. How to harness the power of web scraping for medical and surgical research: An application in estimating international collaboration.,https://scispace.com/papers/how-to-harness-the-power-of-web-scraping-for-medical-and-foh37pt1w1,"Abstract: The transformative potential of web scraping in surgical research through a comprehensive analysis of its revolutionary applications and profound impact is now within reach. This manuscript unveils the pivotal role of web scraping in driving innovation, enabling more effective management of human capital dynamics, and enhancing patient outcomes in the surgical field. As an example, we demonstrate how web scraping can uncover insights into international collaboration in surgery research revealing limited collaboration between surgeons in developed and developing countries."
13. Big Enough to Care Not Enough to Scare! Crawling to Attack Recommender Systems,https://scispace.com/papers/big-enough-to-care-not-enough-to-scare-crawling-to-attack-2opb3f9h1z,"Abstract: Online recommendation services, such as e-commerce sites, rely on a vast amount of knowledge about users/items that represent an invaluable resource. Part of this acquired knowledge is public and can be accessed by anyone through the Internet. Unfortunately, that same knowledge can be used by competitors or malicious users. A large body of research proposes methods to attack recommender systems, but most of these works assume that the attacker knows or can easily access the rating matrix. In practice, this information is not directly accessible, but can only be gathered via crawling."
14. Raspando la Arqueología: Una Aproximación Metodológica desde el Web Scraping y Text Mining,https://scispace.com/papers/raspando-la-arqueologia-una-aproximacion-metodologica-desde-er89yirqnh,"Abstract: A medida que la cantidad de información disponible en la web aumenta, también lo hace la tarea de localizarla y analizarla, por lo cual realizar esta tarea de forma manual puede ser costosa en función al tiempo y esfuerzo invertido. Aunque los buscadores y los motores de bases de datos pueden ayudar a encontrar la información requerida, en infraestructuras digitales grandes donde los resultados de búsqueda se cuentan por millares – o más– se precisan de nuevas herramientas para obtener el contenido buscado de manera efectiva. Este trabajo propone la aplicación de Web Scraping y Text Mining como insumos metodológicos para poder compilar y procesar grandes volúmenes de datos en infraestructuras digitales de una forma más automatizada. La automatización de ambos procesos aporta una gran ventaja al analizar corpus textuales de miles de registros lo cual simplifica de manera significativa la obtención de diferentes tipos de datos, facilitando el trabajo considerablemente. Se espera que esta contribución permita ampliar las posibilidades de la comunidad arqueológica en clave de una metodología novedosa para la obtención y el manejo de datos estructurados y no estructurados que pueden ser integrados a las investigaciones de la comunidad arqueológica en general."
15. CrawlPhish: Large-scale Analysis of Client-side Cloaking Techniques in Phishing,https://scispace.com/papers/crawlphish-large-scale-analysis-of-client-side-cloaking-1sr6ysszod,"Abstract: Phishing is a critical threat to Internet users. Although an extensive ecosystem serves to protect users, phishing websites are growing in sophistication, and they can slip past the ecosystem’s detection systems—and subsequently cause real-world damage—with the help of evasion techniques. Sophisticated client-side evasion techniques, known as cloaking, leverage JavaScript to enable complex interactions between potential victims and the phishing website, and can thus be particularly effective in slowing or entirely preventing automated mitigations. Yet, neither the prevalence nor the impact of client-side cloaking has been studied.In this paper, we present CrawlPhish, a framework for automatically detecting and categorizing client-side cloaking used by known phishing websites. We deploy CrawlPhish over 14 months between 2018 and 2019 to collect and thoroughly analyze a dataset of 112,005 phishing websites in the wild. By adapting state-of-the-art static and dynamic code analysis, we find that 35,067 of these websites have 1,128 distinct implementations of client-side cloaking techniques. Moreover, we find that attackers’ use of cloaking grew from 23.32% initially to 33.70% by the end of our data collection period. Detection of cloaking by our framework exhibited low false-positive and false-negative rates of 1.45% and 1.75%, respectively. We analyze the semantics of the techniques we detected and propose a taxonomy of eight types of evasion across three high-level categories: User Interaction, Fingerprinting, and Bot Behavior.Using 150 artificial phishing websites, we empirically show that each category of evasion technique is effective in avoiding browser-based phishing detection (a key ecosystem defense). Additionally, through a user study, we verify that the techniques generally do not discourage victim visits. Therefore, we propose ways in which our methodology can be used to not only improve the ecosystem’s ability to mitigate phishing websites with client-side cloaking, but also continuously identify emerging cloaking techniques as they are launched by attackers."
16. Web Connector: A Unified API Wrapper to Simplify Web Data Collection,https://scispace.com/papers/web-connector-a-unified-api-wrapper-to-simplify-web-data-2b3glaznfx,"Abstract: Collecting structured data from Web APIs, such as the Twitter API, Yelp Fusion API, Spotify API"
17. Proactive Institutional Repository Collection Development Techniques: Archiving Gold Open Access Articles and Metadata Retrieved with Web Scraping,https://scispace.com/papers/proactive-institutional-repository-collection-development-2t40rz4ayv,"Abstract: Abstract Many institutions face low deposit rates with their institutional repositories despite investing substantial resources in implementing and supporting these systems. Deposit rates are higher in IRs that offer mediated deposits; however, this can be a time and labor intensive process. This article describes a method for copying open access articles and corresponding descriptive metadata from open repositories for archiving in an institutional repository using Beautiful Soup and Selenium as web scraping tools. This method quickly added hundreds of articles to an IR without relying on faculty participation or consulting publisher policies, increasing repository downloads and usage."
18. D <scp>e</scp> ME <scp>t</scp> RIS: Counting (near)-Cliques by Crawling,https://scispace.com/papers/d-scp-e-scp-me-scp-t-scp-ris-counting-near-cliques-by-33rizy17t4u9,"Abstract: We study the problem of approximately counting cliques and near cliques in a graph, where the access to the graph is only available through crawling its vertices. This model has been introduced recently to capture real-life scenarios in which the entire graph is too massive to be stored as a whole or be scanned entirely. Sampling vertices independently is non-trivial in this model, thus algorithms which rely on sampling often use a random walk. The goal is to provide an accurate estimate by seeing only a small portion of the graph. This model is known as the random walk model or the neighborhood query model. We introduce D e ME t RIS: Dense Motif Estimation through Random Incident Sampling. This method provides a scalable algorithm for clique and near clique counting in the random walk model. We prove the correctness of our algorithm through rigorous mathematical analysis and extensive experiments. Both our theoretical results and our experiments show that D e ME t RIS obtains a high precision estimation by only crawling a sub-linear portion on vertices. Therefore, we demonstrate a significant improvement over previous known results."
"19. Web-scraping applied to acquire difficult to access animal disease outbreak information, using African Swine Fever in Europe as an example",https://scispace.com/papers/web-scraping-applied-to-acquire-difficult-to-access-animal-4k5wnpq2r1,"Abstract: Surveillance data are key to informing decisions on the control and prevention of transboundary and emerging diseases. Here, we describe new methods for acquiring difficult to access, publicly available disease surveillance data. We use World Organisation for Animal Heath (OIE) data on African Swine Fever (ASF) outbreaks in European countries to showcase the importance of adequate disease surveillance data to inform decision-making. The data acquired using these methods allow for large scale, geospatial outbreak mapping and estimation of summary statistics for any listed terrestrial disease in the OIE World Animal Health Information System (WAHIS) database. These techniques will make valuable epidemiological data more accessible to the scientific community, aiding further insight into the occurrence and spread of transboundary and emerging diseases in a timely manner, fulfilling an important function of disease surveillance."
20. DeMEtRIS: Counting (near)-Cliques by Crawling,https://scispace.com/papers/demetris-counting-near-cliques-by-crawling-1pyj2wgo,"Abstract: We study the problem of approximately counting cliques and near cliques in a graph, where the access to the graph is only available through crawling its vertices; thus typically seeing only a small portion of it. This model, known as the random walk model or the neighborhood query model has been introduced recently and captures real-life scenarios in which the entire graph is too massive to be stored as a whole or be scanned entirely and sampling vertices independently is non-trivial in it. We introduce DeMEtRIS: Dense Motif Estimation through Random Incident Sampling. This method provides a scalable algorithm for clique and near clique counting in the random walk model. We prove the correctness of our algorithm through rigorous mathematical analysis and extensive experiments. Both our theoretical results and our experiments show that DeMEtRIS obtains a high precision estimation by only crawling a sub-linear portion on vertices, thus we demonstrate a significant improvement over previously known results."
21. Tanium reveal: a federated search engine for querying unstructured file data on large enterprise networks,https://scispace.com/papers/tanium-reveal-a-federated-search-engine-for-querying-115dx40mmf,"Abstract: Tanium Reveal is a federated search engine deployed on large-scale enterprise networks that is capable of executing data queries across billions of private data files within 60 seconds. Data resides at the edge of networks, potentially distributed on hundreds of thousands of endpoints. The anatomy of the search engine consists of local inverse indexes on each endpoint and a global communication platform called Tanium for issuing search queries to all endpoints. Reveal enables asynchronous parsing and indexing on endpoints without noticeable impact to the endpoints’ primary functionality. The engine harnesses the Tanium platform, which is based on a self-organizing, fault-tolerant, scalable, linear chain communication scheme. We demonstrate a multi-tier workflow for executing search queries across a network and for viewing matching snippets of text on any endpoint. We analyze metrics for federated indexing and searching in multiple environments including a production network with 1 . 05 billion searchable files distributed across 4236 endpoints. While primarily focusing on Boolean, phrase, and similarity query types, Reveal is compatible with further automation (e.g., semantic classification based on machine learning). Lastly, we discuss safeguards for sensitive information within Reveal including cryptographic hashing of private text and role-based access control (RBAC)."
22. Swarm optimized cluster based framework for information retrieval,https://scispace.com/papers/swarm-optimized-cluster-based-framework-for-information-smx6q9jnrc,"Abstract: This work explores the integrated power of swarm intelligence and advances in data mining techniques to solve the information retrieval (IR) problem of rapidly growing digital content on the World Wide Web. We propose a swarm optimized cluster based framework with frequent pattern mining techniques to retrieve user-specific knowledge from extensive document collections. In the pre-processing phase, we split the task into two sub-tasks. The first is to decompose the document collection into groups using a bio-inspired K-Flock clustering algorithm, while the second extracts frequent patterns from each cluster using a memory-efficient Recursive Elimination (RElim) algorithm. In the next phase, we implement a cosine similarity based probabilistic model to retrieve query-specific documents from clusters based on the matching scores between the closed frequent patterns of queries and clusters. The performance of a system is evaluated by conducting several experiments which are carried out on five well-known, diverse and variable size datasets viz- TREC 2014-15 CDS (Clinical Decision Support) datasets containing 733,138 records, OHSUMED dataset with 348,566 records from Medline database, NPL dataset with 11,429 records, LISA document collection of 6004 records, CACM (Collection of ACM) dataset of 3204 records. The results show that the proposed IR framework significantly outperforms the traditional sequential IR approach and other state-of-the-art IR approaches, both in terms of the quality of the returned documents and the time of execution."
23. A Big Data architecture for early identification and categorization of dark web sites,https://scispace.com/papers/a-big-data-architecture-for-early-identification-and-2u0a3d4f9m,"Abstract: The dark web has become notorious for its association with illicit activities and there is a growing need for systems to automate the monitoring of this space. This paper proposes an end-to-end scalable architecture for the early identification of new Tor sites and the daily analysis of their content. The solution is built using an Open Source Big Data stack for data serving with Kubernetes, Kafka, Kubeflow, and MinIO, continuously discovering onion addresses in different sources (threat intelligence, code repositories, web-Tor gateways, and Tor repositories), downloading the HTML from Tor and deduplicating the content using MinHash LSH, and categorizing with the BERTopic modeling (SBERT embedding, UMAP dimensionality reduction, HDBSCAN document clustering and c-TF-IDF topic keywords). In 93 days, the system identified 80,049 onion services and characterized 90% of them, addressing the challenge of Tor volatility. A disproportionate amount of repeated content is found, with only 6.1% unique sites. From the HTML files of the dark sites, 31 different low-topics are extracted, manually labeled, and grouped into 11 high-level topics. The five most popular included sexual and violent content, repositories, search engines, carding, cryptocurrencies, and marketplaces. During the experiments, we identified 14 sites with 13,946 clones that shared a suspiciously similar mirroring rate per day, suggesting an extensive common phishing network. Among the related works, this study is the most representative characterization of onion services based on topics to date."
24. The use of spider webs in the monitoring of air quality—A review,https://scispace.com/papers/the-use-of-spider-webs-in-the-monitoring-of-air-quality-a-2kcjigwr,"Abstract: Methods for using spider webs as passive air samplers have been developed over recent years and reported in more than a dozen articles. In this article, we present the typical procedures followed when using this new tool and critically review its application in air pollution assessment. To understand the state of research and application of spider webs in this field, we describe some advantages and disadvantages of their use in the analyses of air contaminants. The aim is to summarize the current knowledge on this subject, highlight gaps in the present studies, and arouse the interest of scientists on this issue. The increased effort could result in the standardization of the method at the national and international level. Integr Environ Assess Manag 2023;19:32–44. © 2022 SETAC"
25. Web of venom: exploration of big data resources in animal toxin research,https://scispace.com/papers/web-of-venom-exploration-of-big-data-resources-in-animal-2szrpcnesfxb,"Abstract: Abstract Research on animal venoms and their components spans multiple disciplines, including biology, biochemistry, bioinformatics, pharmacology, medicine, and more. Manipulating and analyzing the diverse array of data required for venom research can be challenging, and relevant tools and resources are often dispersed across different online platforms, making them less accessible to nonexperts. In this article, we address the multifaceted needs of the scientific community involved in venom and toxin-related research by identifying and discussing web resources, databases, and tools commonly used in this field. We have compiled these resources into a comprehensive table available on the VenomZone website (https://venomzone.expasy.org/10897). Furthermore, we highlight the challenges currently faced by researchers in accessing and using these resources and emphasize the importance of community-driven interdisciplinary approaches. We conclude by underscoring the significance of enhancing standards, promoting interoperability, and encouraging data and method sharing within the venom research community."
"26. Design, modeling, and experimental analysis of the Crawler Unit for inspection in constrained space",https://scispace.com/papers/design-modeling-and-experimental-analysis-of-the-crawler-oseefr8cc6,"Abstract: Inspections of industrial and civil infrastructures prevent unexpected failures that may lead to loss of life. Although inspection robotics is gaining momentum, most of field operations are still performed by human workers. For inspection robots, the main limiting factors are the low versatility and reliability in dynamic, non-structured and highly complex environments. To tackle these issues, we have designed a modular and self-reconfigurable hybrid platform, which consists of three units: the mobile Main Base and two Crawler Units with docking interfaces. The Crawler Unit operates in constrained environments and narrow spaces, while the Main Base will inspect wide areas and deploy/recover the Crawler Units near/from inspection sites, as in marsupial robots. Docking interfaces will allow the Crawler Units to reconfigure into a snake robot or mobile manipulators. In particular, the Crawler Units consist of four modules connected by three kinematic chains for nine active joints in total. Each module is equipped with half active, half passive tracks for moving. This paper discusses in detail the dynamic model of the Crawler Unit, especially focusing on the definition of effective constraint equations, which closely model the system features avoiding common simplifications. Numerical simulations and physical experiments validate the proposed dynamic model of the Crawler Unit."
27. Spider monkey optimization based resource allocation and scheduling in fog computing environment,https://scispace.com/papers/spider-monkey-optimization-based-resource-allocation-and-22m047658v,"Abstract: Spider Monkey optimization (SMO) is a quite popular and recent swarm intelligence algorithm for numerical optimization. SMO is Fission-Fusion social structure based algorithm inspired by spider monkey’s behavior. The algorithm proves to be very efficient in solving various constrained and unconstrained optimization problems. This paper presents the application of SMO in fog computing. We propose a heuristic initialization based spider monkey optimization algorithm for resource allocation and scheduling in a fog computing network. The algorithm minimizes the total cost (service time and monetary cost) of tasks by choosing the optimal fog nodes. LJFP (longest job fastest processor), SJFP (shortest job fastest processor), and MCT (minimum completion time) based initialization of SMO are proposed and compared with each other. The performance is compared based on the parameters of average cost, average service time, average monetary cost, and the average cost per schedule. The results demonstrate the efficacy of MCT-SMO as compared to other heuristic initialization based SMO algorithms and PSO (Particle Swarm Optimization)."
"28. Dragonfly algorithm: a comprehensive survey of its results, variants, and applications",https://scispace.com/papers/dragonfly-algorithm-a-comprehensive-survey-of-its-results-8v24avphc1,"Abstract: This paper thoroughly introduces a comprehensive review of the so-called Dragonfly algorithm (DA) and highlights its main characteristics. DA is considered one of the promising swarm optimization algorithms because it successfully applied in a wide range of optimization problems in several fields, such as engineering design, medical applications, image processing, power and energy systems, and economic load dispatch problems. The review describes the available literature on DA, including its variants like binary, discrete, modify, and hybridization of DA. Conclusions focus on the current work on DA, highlighting its disadvantages with suggests possible future research directions. Researchers and practitioners of DA belonging to a wide range of audiences from the domains of optimization, engineering, medical, data mining, and clustering, among others will benefit from this study."
29. WebUltron: An Ultimate Retriever on Webpages Under the Model-Centric Paradigm,https://scispace.com/papers/webultron-an-ultimate-retriever-on-webpages-under-the-model-3brdbx9rc4,"Abstract: Document retrieval has been extensively studied within the index-retrieve framework for decades, which has withstood the test of time. However, this approach inherently segregates the indexing and retrieval processes, preventing a cohesive, end-to-end optimization. To bridge this divide, we introduce WebUltron, a revolutionary model-centric indexer for document retrieval. This system embeds the entirety of document knowledge within the model, striving for seamless end-to-end retrieval. Two primary challenges with this indexer are the representation of document identifiers (docids) and the model's training. Current methods grapple with docids that lack semantic depth and the constraints of limited supervised data, making scaling up to larger datasets challenging. Addressing this, we’ve engineered two novel docid types imbued with richer semantics that also streamline model inference. Further enhancing WebUltron's capabilities, we’ve developed a three-stage training regimen, leveraging deeper corpus insights and fortifying query-docid relationships. Experiments on two public datasets demonstrate the superiority of WebUltron over advanced baselines for document retrieval."
